AREA:SIERRA
MODE_S
N045.10.10.825 E015.49.17.633
N048.33.46.000 E013.27.09.000
N048.33.35.000 E013.26.33.000
N048.33.35.000 E013.26.33.000
N048.33.21.000 E013.26.13.000
N048.33.21.000 E013.26.13.000
N048.32.37.000 E013.26.33.000
N048.32.37.000 E013.26.33.000
N048.32.07.000 E013.27.02.000
N048.32.07.000 E013.27.02.000
N048.31.53.000 E013.26.51.000
N048.31.53.000 E013.26.51.000
N048.31.28.000 E013.26.45.000
N048.31.28.000 E013.26.45.000
N048.30.46.000 E013.27.28.000
N048.30.46.000 E013.27.28.000
N048.29.44.000 E013.26.51.000
N048.29.44.000 E013.26.51.000
N048.28.23.000 E013.26.13.000
N048.28.23.000 E013.26.13.000
N048.27.49.000 E013.25.49.000
N048.27.49.000 E013.25.49.000
N048.27.16.000 E013.25.37.000
N048.27.16.000 E013.25.37.000
N048.26.41.000 E013.26.04.000
N048.26.41.000 E013.26.04.000
N048.26.07.000 E013.26.23.000
N048.26.07.000 E013.26.23.000
N048.24.34.000 E013.25.29.000
N048.24.34.000 E013.25.29.000
N048.23.38.000 E013.25.08.000
N048.23.38.000 E013.25.08.000
N048.22.41.000 E013.24.51.000
N048.22.41.000 E013.24.51.000
N048.21.52.000 E013.23.29.000
N048.21.52.000 E013.23.29.000
N048.20.50.000 E013.21.35.000
N048.20.50.000 E013.21.35.000
N048.19.30.000 E013.19.55.000
N048.19.30.000 E013.19.55.000
N048.18.48.000 E013.18.26.000
N048.18.48.000 E013.18.26.000
N048.17.41.000 E013.10.28.200
N048.19.00.000 E011.56.60.000
N048.28.22.000 E010.30.00.600
N049.16.30.000 E010.31.20.400
N049.46.18.000 E010.41.26.000

AREA:GGCIDC
N049.46.18.000 E010.41.15.600
N050.45.49.000 E011.01.28.200
N051.59.43.000 E011.47.24.000
N051.45.45.000 E014.39.01.200
N051.41.33.000 E014.43.16.000
N051.41.33.000 E014.43.16.000
N051.41.20.000 E014.44.04.000
N051.41.20.000 E014.44.04.000
N051.41.14.000 E014.44.16.000
N051.41.14.000 E014.44.16.000
N051.40.57.000 E014.44.21.000
N051.40.57.000 E014.44.21.000
N051.40.45.000 E014.44.15.000
N051.40.45.000 E014.44.15.000
N051.40.36.000 E014.44.37.000
N051.40.36.000 E014.44.37.000
N051.40.16.000 E014.44.56.000
N051.40.16.000 E014.44.56.000
N051.40.01.000 E014.45.10.000
N051.40.01.000 E014.45.10.000
N051.39.42.000 E014.45.23.000
N051.39.42.000 E014.45.23.000
N051.39.10.000 E014.45.01.000
N051.39.10.000 E014.45.01.000
N051.38.57.000 E014.45.05.000
N051.38.57.000 E014.45.05.000
N051.38.26.000 E014.45.11.000
N051.38.26.000 E014.45.11.000
N051.38.01.000 E014.45.16.000
N051.38.01.000 E014.45.16.000
N051.37.13.000 E014.45.36.000
N051.37.13.000 E014.45.36.000
N051.36.53.000 E014.45.46.000
N051.36.53.000 E014.45.46.000
N051.36.20.000 E014.45.43.000
N051.36.20.000 E014.45.43.000
N051.36.04.000 E014.45.28.000
N051.36.04.000 E014.45.28.000
N051.35.52.000 E014.45.08.000
N051.35.52.000 E014.45.08.000
N051.35.40.000 E014.44.52.000
N051.35.40.000 E014.44.52.000
N051.35.36.000 E014.44.34.000
N051.35.36.000 E014.44.34.000
N051.35.23.000 E014.44.19.000
N051.35.23.000 E014.44.19.000
N051.35.03.000 E014.43.48.000
N051.35.03.000 E014.43.48.000
N051.34.33.000 E014.43.36.000
N051.34.33.000 E014.43.36.000
N051.34.00.000 E014.42.59.000
N051.34.00.000 E014.42.59.000
N051.33.43.000 E014.42.41.000
N051.33.43.000 E014.42.41.000
N051.33.18.000 E014.43.08.000
N051.33.18.000 E014.43.08.000
N051.33.08.000 E014.43.35.000
N051.33.08.000 E014.43.35.000
N051.32.51.000 E014.43.46.000
N051.32.51.000 E014.43.46.000
N051.32.39.000 E014.43.50.000
N051.32.39.000 E014.43.50.000
N051.32.21.000 E014.43.37.000
N051.32.21.000 E014.43.37.000
N051.31.55.000 E014.43.41.000
N051.31.55.000 E014.43.41.000
N051.31.35.000 E014.44.05.000
N051.31.35.000 E014.44.05.000
N051.31.19.000 E014.45.04.000
N051.31.19.000 E014.45.04.000
N051.31.22.000 E014.45.42.000
N051.31.22.000 E014.45.42.000
N051.31.07.000 E014.46.13.000
N051.31.07.000 E014.46.13.000
N051.31.05.000 E014.46.34.000
N051.31.05.000 E014.46.34.000
N051.31.03.000 E014.47.14.000
N051.31.03.000 E014.47.14.000
N051.31.05.000 E014.47.33.000
N051.31.05.000 E014.47.33.000
N051.30.59.000 E014.47.51.000
N051.30.59.000 E014.47.51.000
N051.30.54.000 E014.48.15.000
N051.30.54.000 E014.48.15.000
N051.30.27.000 E014.48.37.000
N051.30.27.000 E014.48.37.000
N051.30.23.000 E014.48.49.000
N051.30.23.000 E014.48.49.000
N051.30.20.000 E014.49.29.000
N051.30.20.000 E014.49.29.000
N051.30.12.000 E014.49.59.000
N051.30.12.000 E014.49.59.000
N051.29.58.000 E014.50.12.000
N051.29.58.000 E014.50.12.000
N051.29.42.000 E014.50.39.000
N051.29.42.000 E014.50.39.000
N051.29.26.000 E014.51.33.000
N051.29.26.000 E014.51.33.000
N051.29.23.000 E014.52.01.000
N051.29.23.000 E014.52.01.000
N051.29.06.000 E014.52.16.000
N051.29.06.000 E014.52.16.000
N051.29.11.000 E014.52.44.000
N051.29.11.000 E014.52.44.000
N051.29.16.000 E014.53.22.000
N051.29.16.000 E014.53.22.000
N051.28.58.000 E014.53.48.000
N051.28.58.000 E014.53.48.000
N051.29.03.000 E014.54.26.000
N051.29.03.000 E014.54.26.000
N051.28.58.000 E014.55.16.000
N051.28.58.000 E014.55.16.000
N051.28.42.000 E014.55.34.000
N051.28.42.000 E014.55.34.000
N051.28.24.000 E014.55.35.000
N051.28.24.000 E014.55.35.000
N051.28.19.000 E014.56.57.000
N051.28.19.000 E014.56.57.000
N051.27.39.000 E014.57.23.000
N051.27.39.000 E014.57.23.000
N051.27.17.000 E014.57.46.000
N051.27.17.000 E014.57.46.000
N051.26.35.000 E014.58.24.000
N051.26.35.000 E014.58.24.000
N051.25.59.000 E014.58.15.000
N051.25.59.000 E014.58.15.000
N051.26.01.000 E014.58.01.000
N051.26.01.000 E014.58.01.000
N051.25.60.000 E014.57.43.000
N051.25.60.000 E014.57.43.000
N051.25.51.000 E014.57.36.000
N051.25.51.000 E014.57.36.000
N051.25.32.000 E014.58.01.000
N051.25.32.000 E014.58.01.000
N051.25.19.000 E014.57.58.000
N051.25.19.000 E014.57.58.000
N051.24.58.000 E014.58.00.000
N051.24.58.000 E014.58.00.000
N051.24.43.000 E014.57.44.000
N051.24.43.000 E014.57.44.000
N051.24.38.000 E014.57.31.000
N051.24.38.000 E014.57.31.000
N051.24.04.000 E014.58.07.000
N051.24.04.000 E014.58.07.000
N051.23.53.000 E014.57.46.000
N051.23.53.000 E014.57.46.000
N051.23.46.000 E014.57.28.000
N051.23.46.000 E014.57.28.000
N051.23.31.000 E014.57.56.000
N051.23.31.000 E014.57.56.000
N051.23.05.000 E014.58.00.000
N051.23.05.000 E014.58.00.000
N051.22.45.000 E014.58.21.000
N051.22.45.000 E014.58.21.000
N051.22.27.000 E014.59.01.000
N051.22.27.000 E014.59.01.000
N051.22.14.000 E014.58.39.000
N051.22.14.000 E014.58.39.000
N051.21.55.000 E014.58.30.000
N051.21.55.000 E014.58.30.000
N051.21.37.000 E014.57.57.000
N051.21.37.000 E014.57.57.000
N051.21.36.000 E014.58.22.000
N051.21.36.000 E014.58.22.000
N051.21.17.000 E014.58.33.000
N051.21.17.000 E014.58.33.000
N051.20.42.000 E014.58.36.000
N051.20.42.000 E014.58.36.000
N051.20.24.000 E014.58.48.000
N051.20.24.000 E014.58.48.000
N051.19.59.000 E014.59.04.000
N051.19.59.000 E014.59.04.000
N051.19.46.000 E014.59.16.000
N051.19.46.000 E014.59.16.000
N051.19.43.000 E014.59.34.000
N051.19.43.000 E014.59.34.000
N051.19.23.000 E014.59.37.000
N051.19.23.000 E014.59.37.000
N051.19.15.000 E015.00.11.000
N051.19.15.000 E015.00.11.000
N051.19.02.000 E015.00.32.000
N051.19.02.000 E015.00.32.000
N051.18.49.000 E015.00.29.000
N051.18.49.000 E015.00.29.000
N051.18.35.000 E015.00.45.000
N051.18.35.000 E015.00.45.000
N051.18.07.000 E015.00.44.000
N051.18.07.000 E015.00.44.000
N051.18.08.000 E015.01.03.000
N051.18.08.000 E015.01.03.000
N051.17.59.000 E015.01.29.000
N051.17.59.000 E015.01.29.000
N051.17.42.000 E015.01.48.000
N051.17.42.000 E015.01.48.000
N051.17.33.000 E015.02.02.000
N051.17.33.000 E015.02.02.000
N051.17.09.000 E015.01.58.000
N051.17.09.000 E015.01.58.000
N051.16.48.000 E015.02.04.000
N051.16.48.000 E015.02.04.000
N051.16.29.000 E015.02.29.000
N051.16.29.000 E015.02.29.000
N051.16.21.000 E015.02.26.000
N051.16.21.000 E015.02.26.000
N051.16.10.000 E015.02.18.000
N051.16.10.000 E015.02.18.000
N051.15.39.000 E015.02.16.000
N051.15.39.000 E015.02.16.000
N051.15.30.000 E015.02.01.000
N051.15.30.000 E015.02.01.000
N051.15.20.000 E015.01.48.000
N051.15.20.000 E015.01.48.000
N051.15.14.000 E015.01.29.000
N051.15.14.000 E015.01.29.000
N051.14.58.000 E015.01.34.000
N051.14.58.000 E015.01.34.000
N051.15.05.000 E015.01.49.000
N051.15.05.000 E015.01.49.000
N051.14.53.000 E015.01.60.000
N051.14.53.000 E015.01.60.000
N051.14.47.000 E015.02.18.000
N051.14.47.000 E015.02.18.000
N051.14.30.000 E015.01.58.000
N051.14.30.000 E015.01.58.000
N051.14.24.000 E015.01.38.000
N051.14.24.000 E015.01.38.000
N051.14.16.000 E015.01.42.000
N051.14.16.000 E015.01.42.000
N051.14.07.000 E015.01.29.000
N051.14.07.000 E015.01.29.000
N051.14.03.000 E015.01.37.000
N051.14.03.000 E015.01.37.000
N051.13.53.000 E015.01.22.000
N051.13.53.000 E015.01.22.000
N051.13.46.000 E015.01.12.000
N051.13.46.000 E015.01.12.000
N051.13.35.000 E015.01.03.000
N051.13.35.000 E015.01.03.000
N051.13.05.000 E015.01.00.000
N051.13.05.000 E015.01.00.000
N051.12.54.000 E015.00.56.000
N051.12.54.000 E015.00.56.000
N051.12.50.000 E015.00.35.000
N051.12.50.000 E015.00.35.000
N051.12.43.000 E015.00.47.000
N051.12.43.000 E015.00.47.000
N051.12.25.000 E015.00.39.000
N051.12.25.000 E015.00.39.000
N051.12.11.000 E015.00.29.000
N051.12.11.000 E015.00.29.000
N051.11.59.000 E015.00.45.000
N051.11.59.000 E015.00.45.000
N051.11.49.000 E015.00.52.000
N051.11.49.000 E015.00.52.000
N051.11.33.000 E015.00.21.000
N051.11.33.000 E015.00.21.000
N051.11.03.000 E015.00.31.000
N051.11.03.000 E015.00.31.000
N051.10.51.000 E015.00.30.000
N051.10.51.000 E015.00.30.000
N051.10.39.000 E015.00.19.000
N051.10.39.000 E015.00.19.000
N051.10.16.000 E015.00.14.000
N051.10.16.000 E015.00.14.000
N051.09.60.000 E015.00.10.000
N051.09.60.000 E015.00.10.000
N051.09.45.000 E014.59.32.000
N051.09.45.000 E014.59.32.000
N051.09.24.000 E014.59.42.000
N051.09.24.000 E014.59.42.000
N051.09.13.000 E014.59.59.000
N051.09.13.000 E014.59.59.000
N051.08.51.000 E014.59.54.000
N051.08.51.000 E014.59.54.000
N051.08.40.000 E014.59.34.000
N051.08.40.000 E014.59.34.000
N051.08.31.000 E014.59.25.000
N051.08.31.000 E014.59.25.000
N051.08.03.000 E014.59.45.000
N051.08.03.000 E014.59.45.000
N051.07.38.000 E014.59.42.000
N051.07.38.000 E014.59.42.000
N051.07.27.000 E014.59.44.000
N051.07.27.000 E014.59.44.000
N051.07.21.000 E014.59.47.000
N051.07.21.000 E014.59.47.000
N051.07.01.000 E014.59.11.000
N051.07.01.000 E014.59.11.000
N051.07.00.000 E014.58.46.000
N051.07.00.000 E014.58.46.000
N051.06.43.000 E014.58.48.000
N051.06.43.000 E014.58.48.000
N051.06.31.000 E014.58.41.000
N051.06.31.000 E014.58.41.000
N051.06.20.000 E014.58.50.000
N051.06.20.000 E014.58.50.000
N051.06.03.000 E014.58.56.000
N051.06.03.000 E014.58.56.000
N051.05.52.000 E014.58.55.000
N051.05.52.000 E014.58.55.000
N051.05.46.000 E014.58.45.000
N051.05.46.000 E014.58.45.000
N051.05.40.000 E014.58.50.000
N051.05.40.000 E014.58.50.000
N051.05.27.000 E014.58.59.000
N051.05.27.000 E014.58.59.000
N051.05.23.000 E014.58.43.000
N051.05.23.000 E014.58.43.000
N051.05.17.000 E014.58.33.000
N051.05.17.000 E014.58.33.000
N051.05.04.000 E014.58.35.000
N051.05.04.000 E014.58.35.000
N051.04.53.000 E014.58.38.000
N051.04.53.000 E014.58.38.000
N051.04.36.000 E014.58.29.000
N051.04.36.000 E014.58.29.000
N051.04.30.000 E014.58.21.000
N051.04.30.000 E014.58.21.000
N051.04.22.000 E014.58.07.000
N051.04.22.000 E014.58.07.000
N051.04.14.000 E014.58.02.000
N051.04.14.000 E014.58.02.000
N051.04.10.000 E014.58.18.000
N051.04.10.000 E014.58.18.000
N051.04.02.000 E014.58.15.000
N051.04.02.000 E014.58.15.000
N051.03.56.000 E014.58.06.000
N051.03.56.000 E014.58.06.000
N051.03.28.000 E014.57.43.000
N051.03.28.000 E014.57.43.000
N051.03.17.000 E014.57.44.000
N051.03.17.000 E014.57.44.000
N051.03.01.000 E014.57.47.000
N051.03.01.000 E014.57.47.000
N051.02.59.000 E014.57.37.000
N051.02.59.000 E014.57.37.000
N051.02.50.000 E014.57.22.000
N051.02.50.000 E014.57.22.000
N051.02.48.000 E014.57.09.000
N051.02.48.000 E014.57.09.000
N051.02.34.000 E014.57.06.000
N051.02.34.000 E014.57.06.000
N051.02.36.000 E014.56.51.000
N051.02.36.000 E014.56.51.000
N051.02.21.000 E014.56.52.000
N051.02.21.000 E014.56.52.000
N051.02.05.000 E014.56.51.000
N051.02.05.000 E014.56.51.000
N051.01.54.000 E014.56.47.000
N051.01.54.000 E014.56.47.000
N051.01.51.000 E014.56.53.000
N051.01.51.000 E014.56.53.000
N051.01.35.000 E014.56.37.000
N051.01.35.000 E014.56.37.000
N051.01.27.000 E014.56.30.000
N051.01.27.000 E014.56.30.000
N051.01.26.000 E014.56.26.000
N051.01.26.000 E014.56.26.000
N051.01.24.000 E014.56.19.000
N051.01.24.000 E014.56.19.000
N051.01.20.000 E014.56.16.000
N051.01.20.000 E014.56.16.000
N051.01.11.000 E014.56.04.000
N051.01.11.000 E014.56.04.000
N051.00.45.000 E014.56.12.000
N051.00.45.000 E014.56.12.000
N051.00.22.000 E014.56.02.000
N051.00.22.000 E014.56.02.000
N050.59.56.000 E014.55.47.000
N050.59.56.000 E014.55.47.000
N050.59.54.000 E014.55.14.000
N050.59.54.000 E014.55.14.000
N050.59.47.000 E014.55.01.000
N050.59.47.000 E014.55.01.000
N050.59.20.000 E014.55.09.000
N050.59.20.000 E014.55.09.000
N050.58.52.000 E014.55.06.000
N050.58.52.000 E014.55.06.000
N050.58.36.000 E014.55.09.000
N050.58.36.000 E014.55.09.000
N050.58.26.000 E014.55.01.000
N050.58.26.000 E014.55.01.000
N050.58.18.000 E014.54.06.000
N050.58.18.000 E014.54.06.000
N050.58.02.000 E014.54.10.000
N050.58.02.000 E014.54.10.000
N050.57.49.000 E014.53.58.000
N050.57.49.000 E014.53.58.000
N050.57.41.000 E014.54.11.000
N050.57.41.000 E014.54.11.000
N050.57.33.000 E014.53.47.000
N050.57.33.000 E014.53.47.000
N050.57.03.000 E014.53.34.000
N050.57.03.000 E014.53.34.000
N050.56.54.000 E014.53.43.000
N050.56.54.000 E014.53.43.000
N050.56.31.000 E014.53.50.000
N050.56.31.000 E014.53.50.000
N050.56.24.000 E014.53.45.000
N050.56.24.000 E014.53.45.000
N050.56.01.000 E014.53.01.000
N050.56.01.000 E014.53.01.000
N050.55.58.000 E014.52.36.000
N050.55.58.000 E014.52.36.000
N050.55.30.000 E014.52.18.000
N050.55.30.000 E014.52.18.000
N050.55.16.000 E014.52.07.000
N050.55.16.000 E014.52.07.000
N050.54.57.000 E014.51.40.000
N050.54.57.000 E014.51.40.000
N050.54.44.000 E014.51.16.000
N050.54.44.000 E014.51.16.000
N050.54.26.000 E014.50.54.000
N050.54.26.000 E014.50.54.000
N050.53.58.000 E014.50.22.000
N050.53.58.000 E014.50.22.000
N050.52.50.000 E014.48.60.000
N050.52.50.000 E014.48.60.000
N050.52.41.000 E014.48.47.000
N050.52.41.000 E014.48.47.000
N050.52.10.000 E014.49.29.000
N050.52.10.000 E014.49.29.000
N050.51.47.000 E014.49.17.000
N050.51.47.000 E014.49.17.000
N050.51.28.000 E014.49.06.000
N050.51.28.000 E014.49.06.000
N050.51.15.000 E014.48.51.000
N050.51.15.000 E014.48.51.000
N050.51.04.000 E014.48.38.000
N050.51.04.000 E014.48.38.000
N050.50.46.000 E014.48.27.000
N050.50.46.000 E014.48.27.000
N050.50.25.000 E014.48.21.000
N050.50.25.000 E014.48.21.000
N050.49.57.000 E014.48.09.000
N050.49.57.000 E014.48.09.000
N050.49.30.000 E014.48.05.000
N050.49.30.000 E014.48.05.000
N050.49.11.000 E014.47.34.000
N050.49.11.000 E014.47.34.000
N050.49.26.000 E014.47.25.000
N050.49.26.000 E014.47.25.000
N050.49.12.000 E014.46.45.000
N050.49.12.000 E014.46.45.000
N050.49.15.000 E014.45.51.000
N050.49.15.000 E014.45.51.000
N050.49.19.000 E014.45.42.000
N050.49.19.000 E014.45.42.000
N050.49.27.000 E014.44.59.000
N050.49.27.000 E014.44.59.000
N050.49.46.000 E014.44.40.000
N050.49.46.000 E014.44.40.000
N050.49.44.000 E014.44.20.000
N050.49.44.000 E014.44.20.000
N050.49.28.000 E014.43.44.000
N050.49.28.000 E014.43.44.000
N050.49.19.000 E014.43.20.000
N050.49.19.000 E014.43.20.000
N050.49.24.000 E014.43.00.000
N050.49.24.000 E014.43.00.000
N050.49.47.000 E014.43.01.000
N050.49.47.000 E014.43.01.000
N050.50.04.000 E014.43.05.000
N050.50.04.000 E014.43.05.000
N050.50.14.000 E014.42.52.000
N050.50.14.000 E014.42.52.000
N050.50.26.000 E014.42.30.000
N050.50.26.000 E014.42.30.000
N050.50.20.000 E014.41.54.000
N050.50.20.000 E014.41.54.000
N050.50.16.000 E014.41.23.000
N050.50.16.000 E014.41.23.000
N050.50.26.000 E014.41.04.000
N050.50.26.000 E014.41.04.000
N050.50.33.000 E014.40.51.000
N050.50.33.000 E014.40.51.000
N050.51.00.000 E014.39.36.000
N050.51.00.000 E014.39.36.000
N050.50.55.000 E014.38.52.000
N050.50.55.000 E014.38.52.000
N050.51.05.000 E014.38.23.000
N050.51.05.000 E014.38.23.000
N050.51.23.000 E014.37.37.000
N050.51.23.000 E014.37.37.000
N050.51.37.000 E014.37.12.000
N050.51.37.000 E014.37.12.000
N050.52.05.000 E014.37.26.000
N050.52.05.000 E014.37.26.000
N050.52.48.000 E014.37.45.000
N050.52.48.000 E014.37.45.000
N050.53.52.000 E014.38.12.000
N050.53.52.000 E014.38.12.000
N050.54.14.000 E014.38.49.000
N050.54.14.000 E014.38.49.000
N050.54.43.000 E014.39.05.000
N050.54.43.000 E014.39.05.000
N050.55.43.000 E014.39.02.000
N050.55.43.000 E014.39.02.000
N050.55.53.000 E014.38.38.000
N050.55.53.000 E014.38.38.000
N050.55.31.000 E014.37.41.000
N050.55.31.000 E014.37.41.000
N050.55.20.000 E014.36.44.000
N050.55.20.000 E014.36.44.000
N050.54.58.000 E014.35.36.000
N050.54.58.000 E014.35.36.000
N050.54.60.000 E014.35.20.000
N050.54.60.000 E014.35.20.000
N050.54.48.000 E014.34.54.000
N050.54.48.000 E014.34.54.000
N050.54.57.000 E014.34.40.000
N050.54.57.000 E014.34.40.000
N050.55.25.000 E014.33.43.000
N050.55.25.000 E014.33.43.000
N050.55.46.000 E014.33.56.000
N050.55.46.000 E014.33.56.000
N050.56.15.000 E014.34.19.000
N050.56.15.000 E014.34.19.000
N050.56.57.000 E014.35.07.000
N050.56.57.000 E014.35.07.000
N050.57.45.000 E014.35.46.000
N050.57.45.000 E014.35.46.000
N050.58.08.000 E014.35.48.000
N050.58.08.000 E014.35.48.000
N050.58.45.000 E014.36.02.000
N050.58.45.000 E014.36.02.000
N050.59.13.000 E014.35.56.000
N050.59.13.000 E014.35.56.000
N050.59.15.000 E014.35.35.000
N050.59.15.000 E014.35.35.000
N051.00.01.000 E014.34.43.000
N051.00.01.000 E014.34.43.000
N051.00.22.000 E014.33.59.000
N051.00.22.000 E014.33.59.000
N051.00.36.000 E014.33.52.000
N051.00.36.000 E014.33.52.000
N051.00.25.000 E014.33.39.000
N051.00.25.000 E014.33.39.000
N051.00.19.000 E014.32.58.000
N051.00.19.000 E014.32.58.000
N051.00.20.000 E014.31.57.000
N051.00.20.000 E014.31.57.000
N051.00.31.000 E014.32.04.000
N051.00.31.000 E014.32.04.000
N051.00.45.000 E014.32.18.000
N051.00.45.000 E014.32.18.000
N051.01.06.000 E014.31.30.000
N051.01.06.000 E014.31.30.000
N051.01.14.000 E014.30.34.000
N051.01.14.000 E014.30.34.000
N051.01.19.000 E014.29.54.000
N051.01.19.000 E014.29.54.000
N051.02.33.000 E014.30.30.000
N051.02.33.000 E014.30.30.000
N051.02.38.000 E014.30.15.000
N051.02.38.000 E014.30.15.000
N051.02.46.000 E014.29.54.000
N051.02.46.000 E014.29.54.000
N051.02.36.000 E014.29.26.000
N051.02.36.000 E014.29.26.000
N051.01.24.000 E014.29.33.000
N051.01.24.000 E014.29.33.000
N051.01.31.000 E014.28.27.000
N051.01.31.000 E014.28.27.000
N051.01.51.000 E014.28.13.000
N051.01.51.000 E014.28.13.000
N051.02.08.000 E014.27.39.000
N051.02.08.000 E014.27.39.000
N051.02.09.000 E014.27.13.000
N051.02.09.000 E014.27.13.000
N051.01.42.000 E014.26.21.000
N051.01.42.000 E014.26.21.000
N051.01.28.000 E014.25.53.000
N051.01.28.000 E014.25.53.000
N051.01.20.000 E014.25.37.000
N051.01.20.000 E014.25.37.000
N051.01.07.000 E014.24.30.000
N051.01.07.000 E014.24.30.000
N051.01.19.000 E014.24.02.000
N051.01.19.000 E014.24.02.000
N051.01.26.000 E014.23.25.000
N051.01.26.000 E014.23.25.000
N051.02.18.000 E014.22.57.000
N051.02.18.000 E014.22.57.000
N051.02.19.000 E014.22.26.000
N051.02.19.000 E014.22.26.000
N051.02.43.000 E014.21.43.000
N051.02.43.000 E014.21.43.000
N051.02.34.000 E014.21.04.000
N051.02.34.000 E014.21.04.000
N051.02.20.000 E014.20.42.000
N051.02.20.000 E014.20.42.000
N051.02.24.000 E014.20.03.000
N051.02.24.000 E014.20.03.000
N051.02.49.000 E014.19.37.000
N051.02.49.000 E014.19.37.000
N051.03.12.000 E014.19.07.000
N051.03.12.000 E014.19.07.000
N051.03.18.000 E014.18.07.000
N051.03.18.000 E014.18.07.000
N051.02.52.000 E014.17.42.000
N051.02.52.000 E014.17.42.000
N051.02.39.000 E014.17.28.000
N051.02.39.000 E014.17.28.000
N051.02.29.000 E014.17.23.000
N051.02.29.000 E014.17.23.000
N051.02.18.000 E014.17.11.000
N051.02.18.000 E014.17.11.000
N051.02.16.000 E014.16.24.000
N051.02.16.000 E014.16.24.000
N051.02.05.000 E014.16.49.000
N051.02.05.000 E014.16.49.000
N051.01.38.000 E014.17.10.000
N051.01.38.000 E014.17.10.000
N051.01.08.000 E014.16.39.000
N051.01.08.000 E014.16.39.000
N051.00.60.000 E014.16.46.000
N051.00.60.000 E014.16.46.000
N051.00.50.000 E014.16.48.000
N051.00.50.000 E014.16.48.000
N051.00.31.000 E014.15.37.000
N051.00.31.000 E014.15.37.000
N051.00.00.000 E014.16.07.000
N051.00.00.000 E014.16.07.000
N050.59.57.000 E014.15.59.000
N050.59.57.000 E014.15.59.000
N050.59.39.000 E014.15.43.000
N050.59.39.000 E014.15.43.000
N050.59.15.000 E014.15.31.000
N050.59.15.000 E014.15.31.000
N050.59.06.000 E014.15.47.000
N050.59.06.000 E014.15.47.000
N050.58.48.000 E014.16.50.000
N050.58.48.000 E014.16.50.000
N050.58.36.000 E014.17.08.000
N050.58.36.000 E014.17.08.000
N050.58.42.000 E014.17.40.000
N050.58.42.000 E014.17.40.000
N050.58.53.000 E014.18.12.000
N050.58.53.000 E014.18.12.000
N050.59.05.000 E014.18.41.000
N050.59.05.000 E014.18.41.000
N050.59.07.000 E014.19.07.000
N050.59.07.000 E014.19.07.000
N050.58.55.000 E014.19.46.000
N050.58.55.000 E014.19.46.000
N050.58.44.000 E014.19.33.000
N050.58.44.000 E014.19.33.000
N050.58.29.000 E014.19.44.000
N050.58.29.000 E014.19.44.000
N050.58.20.000 E014.19.34.000
N050.58.20.000 E014.19.34.000
N050.58.23.000 E014.18.55.000
N050.58.23.000 E014.18.55.000
N050.58.06.000 E014.18.32.000
N050.58.06.000 E014.18.32.000
N050.57.54.000 E014.18.09.000
N050.57.54.000 E014.18.09.000
N050.57.38.000 E014.19.01.000
N050.57.38.000 E014.19.01.000
N050.57.19.000 E014.18.39.000
N050.57.19.000 E014.18.39.000
N050.57.06.000 E014.18.58.000
N050.57.06.000 E014.18.58.000
N050.56.58.000 E014.19.52.000
N050.56.58.000 E014.19.52.000
N050.56.59.000 E014.20.22.000
N050.56.59.000 E014.20.22.000
N050.56.48.000 E014.20.47.000
N050.56.48.000 E014.20.47.000
N050.56.39.000 E014.21.26.000
N050.56.39.000 E014.21.26.000
N050.56.29.000 E014.21.38.000
N050.56.29.000 E014.21.38.000
N050.56.21.000 E014.22.09.000
N050.56.21.000 E014.22.09.000
N050.56.22.000 E014.22.44.000
N050.56.22.000 E014.22.44.000
N050.56.30.000 E014.23.14.000
N050.56.30.000 E014.23.14.000
N050.56.10.000 E014.23.49.000
N050.56.10.000 E014.23.49.000
N050.55.59.000 E014.24.02.000
N050.55.59.000 E014.24.02.000
N050.55.42.000 E014.24.00.000
N050.55.42.000 E014.24.00.000
N050.55.36.000 E014.24.01.000
N050.55.36.000 E014.24.01.000
N050.55.22.000 E014.23.54.000
N050.55.22.000 E014.23.54.000
N050.55.15.000 E014.23.33.000
N050.55.15.000 E014.23.33.000
N050.55.11.000 E014.23.30.000
N050.55.11.000 E014.23.30.000
N050.55.05.000 E014.23.39.000
N050.55.05.000 E014.23.39.000
N050.55.08.000 E014.23.19.000
N050.55.08.000 E014.23.19.000
N050.55.01.000 E014.23.11.000
N050.55.01.000 E014.23.11.000
N050.54.50.000 E014.23.12.000
N050.54.50.000 E014.23.12.000
N050.54.41.000 E014.23.15.000
N050.54.41.000 E014.23.15.000
N050.54.30.000 E014.23.19.000
N050.54.30.000 E014.23.19.000
N050.54.09.000 E014.23.08.000
N050.54.09.000 E014.23.08.000
N050.53.57.000 E014.23.16.000
N050.53.57.000 E014.23.16.000
N050.53.51.000 E014.22.50.000
N050.53.51.000 E014.22.50.000
N050.53.50.000 E014.22.37.000
N050.53.50.000 E014.22.37.000
N050.53.46.000 E014.22.25.000
N050.53.46.000 E014.22.25.000
N050.53.58.000 E014.21.30.000
N050.53.58.000 E014.21.30.000
N050.53.55.000 E014.21.16.000
N050.53.55.000 E014.21.16.000
N050.53.57.000 E014.21.07.000
N050.53.57.000 E014.21.07.000
N050.54.02.000 E014.20.56.000
N050.54.02.000 E014.20.56.000
N050.53.52.000 E014.20.54.000
N050.53.52.000 E014.20.54.000
N050.53.33.000 E014.20.56.000
N050.53.33.000 E014.20.56.000
N050.53.24.000 E014.20.13.000
